,question,answer
1459,Why?  Anybody that talks about women as much as you do probably can't get it up anyway.,That's never been one of my problems.
1460,I'll tell you what happens if you lose... you tell the truth for once.,What are you talkin' about?
1463,I don't know what you're talking about. I just wanna see Ganz nailed.,The bet's off.
1464,"I'm gonna enjoy this ... here, I'll even loan you my badge.",I thought you said bullshit and experience are all it takes.
1465,This place don't seem real popular with the brothers.,My kind of place. I always liked country boys.
1466,"That wasn't necessary, buddy. I got this under control.","Some of us citizens are with you all the way, Officer."
1467,"You made that move, huh?","While you're at it, You can give me the switchblade, too."
1469,Must be billy's girl.,Come on.
1476,"Yeah, right.  You want to try again?","Naw, you'd just call your pals back to bail you out one more time."
1477,"Naw, you'd just call your pals back to bail you out one more time.","They saved your ass, convict."
1478,"They saved your ass, convict.","One thing's for sure, Jack. That's how you'll tell the story."
1479,I been waiting a long time for some money.,How much?
1480,How much?,Half a million.
1484,He's after your money.,"You catch on real fast...Okay, Jack, let's talk deal. How much of my money you gonna let me keep?"
1485,We split 50-50?,"Not likely, convict."
1486,"Not likely, convict.",You gonna let me keep any of it?
1488,Where's the money?,"In the trunk of a car.  A lot better than under a mattress, right?"
1491,Where's the goddamn car?,"You're a real case, you know that, Jack?"
1492,This'll show you how smart I am. I got it parked.,...For three years?  Let's hope it wasn't a tow-away zone.
1493,...For three years?  Let's hope it wasn't a tow-away zone.,You just drove by it.
1500,"Jesus Christ, look at all the dust on my car...why in the hell don't he take it to a car wash?",Didn't know you darker people went in for foreign jobs.
1501,Didn't know you darker people went in for foreign jobs.,I had no choice. Some white asshole bought the last piece of shit skyblue Cadillac.
1502,You'd think the guy'd be smart enough to know he was being tailed.,"Tryin' to save his girl, man. He's in another world."
1503,"Tryin' to save his girl, man. He's in another world.","If I was his size and had Ganz on my ass, I'd  just leave town."
1504,"If I was his size and had Ganz on my ass, I'd  just leave town.",I'm tellin' you the man's in love... he wants to be a hero for his girl.
1505,I'm tellin' you the man's in love... he wants to be a hero for his girl.,"Oh, yeah, does bein' in love make you stupid?"
1508,"Say, do you always work people over like you did Luther?",If they don't tell me what I need to know...
1509,If they don't tell me what I need to know...,Doesn't it get... Tiring?
1514,"You know, I'd be embarrassed if I let my wheels go the way you've done with this job.","What you don't understand is, I don't give a damn about how this thing looks."
1515,"What you don't understand is, I don't give a damn about how this thing looks.",No class...
1518,"That was in style a couple years back, man.","Right. if you ever switch from armed robbery to pimping, then you're all set."
1519,Bullshit. Then i'm staying with the money.,You stay with me...
1520,You stay with me...,No way...
1522,Where's luther?,Be polite. Say hello.  This is Candy.
1523,Be polite. Say hello.  This is Candy.,Hello. And goodbye.
1524,What about Luther?,What about Ganz?
1525,We missed.,You missed ... Luther took a taxi to the hotel across the street. Made a phone call.
1526,You missed ... Luther took a taxi to the hotel across the street. Made a phone call.,Maybe we should pay Luther a visit.
1527,Maybe we should pay Luther a visit.,Let him get some sleep.  He's going to need it.
1529,Tell me something.  Why didn't you just take the money off Luther and split?,Forget it. I want Ganz as bad as you do and I got some other news for you...
1532,"Bein' good at your job don't explain everything, Jack ...",Yeah. Guess not.
1534,That was quick.,"When you been in prison three years, it don't take long. Let's go."
1537,Notice something funny about that bus?,Yeah. It missed the last four stops.
1538,"Hey, how'd my car get here?","I had it impounded.  Come on, we'll use it for haulin' you back to the slam."
1539,"I had it impounded.  Come on, we'll use it for haulin' you back to the slam.",Back to jail in my own car.  Ganz got away. Got all my money. It just don't seem right.
1540,Back to jail in my own car.  Ganz got away. Got all my money. It just don't seem right.,"I don't know about you, but I could use a drink... I'll buy you one.  It'll be my good-bye present."
1541,"Sorry we didn't do better, Jack. I feel like I let you down.","Naw, you didn't let me down.  It was a long shot all the way.  We gave 'em a good run at it."
1542,"Naw, you didn't let me down.  It was a long shot all the way.  We gave 'em a good run at it.","Yeah, but we didn't get 'em."
1543,"It's late, they're closing...",Don't worry about it.
1545,Do I get to kiss her too?,"If she's right, and if you don't screw up."
1546,"What if your girl's theory turns out to be bullshit?  I mean, they could be in Rio de Janeiro.","I've got to play it rough with them. If they know anything, I'm gonna know it."
1547,"Hey, there she is...",Whatever play I maker just back me up.
1548,Whatever play I maker just back me up.,"If we run into Billy first, let me try and talk him in."
1549,"If we run into Billy first, let me try and talk him in.","Sure, I'll give you a shot at it, but Ganz is mine.  You know, that big Indian plays it for keeps..."
1552,Partnership?,"Well, you got to admit we come a long way."
1553,You okay?,Yeah.  But I wasn't there for a second.
1554,Yeah.  But I wasn't there for a second.,You did pick a real strange time to go and be brave all on your own...
1555,"Okay, reggie, start bustin' my chops... Tell me how great you were with that chick.","Hey, Jack, real men don't have to go in for that macho bullshit ... but I was fantastic."
1557,It's your money.  It'll be here in six months when you get out.,And you're tellin' me you don't want any of this cash?
1558,And you're tellin' me you don't want any of this cash?,"That's right. Not my style, Reggie.."
1559,"That's right. Not my style, Reggie..",You are an awesomely weird cop. Sure wish there were more like you runnin' around out here.
1563,I want to be left alone on this one. Algren was killed with my gun.,"Yeah, I read the report..."
1566,Anthing botherin' you besides losin' your gun?,Yeah.  It bothers me when cops get hurt while I'm makin' a play. I don't like it.
1567,Yeah.  It bothers me when cops get hurt while I'm makin' a play. I don't like it.,"You might be more of a team player and a little less of a hot dog on this one, Jack."
1568,"You might be more of a team player and a little less of a hot dog on this one, Jack.","Being a hot dog's worked pretty well for me so far... Besides, I got a lead..."
1574,Try not to get your ass shot to pieces. We got enough dead cops on this one.,I'll keep it in mind.
1575,What the bell happened?,"I lost them, that's what happened."
1576,"I lost them, that's what happened.",How did they get away?
1577,How did they get away?,They ran.  As fast as they could. Caught a train.
1578,Which one pulled the trigger?,The Indian.  I was about 30 yards away.
1579,The Indian.  I was about 30 yards away.,You couldn't get to him?
1581,Don't duck the bullet Cates. Why didn't you call in for backup instead of makin' a grandstand play?,I didn't have the time.
1584,Where the Christ do you think you're going?,I'm taking my prisoner back to jail.
1588,"Somebody steals your gun, you're supposed to file a report.","Are you gonna tell me about police procedure?  Do me a favor, don't give me a bunch of crap."
1589,"Are you gonna tell me about police procedure?  Do me a favor, don't give me a bunch of crap.",I guess when two cops die on account of your fuck up you want to keep it as quiet as possible...
1590,Is that what this guy Ganz had in the hotel?,Every last bit of it.  The big guy's room was empty.
1591,Every last bit of it.  The big guy's room was empty.,I'll help you out.
1593,Billy Bear...,Backup man from the East Bay. Worked with Ganz a few years ago and sprung him from the road gang.
1594,Who are all these?,They all pulled a bunch of jobs with Ganz about four years ago.
1595,They all pulled a bunch of jobs with Ganz about four years ago.,"Wait a minute, wait a minute... who's this?"
1596,"Wait a minute, wait a minute... who's this?","Uhh ... Wong, Henry Wong.  He was in on the same job."
1597,Tell me that's not the same guy.,Hey ... Dick Tracy.
1598,I think I wanna have a discussion about it with any of the ones still walking.  Can we find them?,Here's the file. Cates checks the file.
1599,Here's the file. Cates checks the file.,One of  em's in the slam.
1600,You look awful.,So do you...been a long day.
1603,"Aw, bullshit, you heard wrong.",Doesn't look like it.
1604,Doesn't look like it.,Nothing came in for me yet?  No calls?
1605,Nothing came in for me yet?  No calls?,Nothing.
1606,Bullshit red tape.,I'm heading out. How about you?
1607,I got to wait for a call.,"Okay.  See you in the morning... you know, you ought to get some rest..."
1609,Jesus Christ.  Why the hell didn't you tell me before?,I'm not paid to take your personal calls.  He was in some bar. .. off duty.
1610,A cop...,I sure ain't his fairy godmother... now I'm looking for Ganz...where is he?
1611,I sure ain't his fairy godmother... now I'm looking for Ganz...where is he?,Haven't seen him for years. That's the truth.
1612,Haven't seen him for years. That's the truth.,"You just took a shot at me, asshole. I think you do know where he is."
1613,"You just took a shot at me, asshole. I think you do know where he is.",Who gives a fuck what you think?
